fromNode	toNode	weight	string_score
ABHD12B	KRT23	0.315834040548977	0.459
ABHD12B	ABHD8	0.173139662817566	0.568
ABHD12B	ABHD2	0.315682220999434	0.535
ABHD12B	SBNO2	0.36316807529659	0.434
ABHD12B	TM9SF2	0.342054238957907	0.543
ABHD12B	ABHD5	0.316892093792335	0.631
ABHD12B	ABHD4	0.311210807055062	0.699
ABHD14A-ACY1	MAEA	0.287376775282164	0.463
ABHD14A-ACY1	CAP1	0.347536102540042	0.451
ABHD14A-ACY1	PGM2	0.359762609975688	0.558
ABHD14A-ACY1	RGS19	0.373555931492625	0.432
ABHD2	ABHD8	0.276148554697526	0.753
ABHD2	CYP27A1	0.280594579410407	0.579
ABHD2	ACSL1	0.419323006882242	0.502
ABHD2	PNPLA2	0.305819704321745	0.508
ABHD2	ABHD5	0.398863035438317	0.588
ABHD2	ABHD4	0.35048202251557	0.660
ABHD4	ABHD8	0.306721866715174	0.638
ABHD4	SCPEP1	0.320455291352262	0.411
ABHD4	PNPLA2	0.354933732397276	0.673
ABHD4	PPT1	0.405280527194671	0.412
ABHD5	TPD52L2	0.409196587507721	0.712
ABHD5	PLIN3	0.442386847228325	0.763
ABHD5	DGAT2	0.47434579548736	0.673
ABHD5	ABHD8	0.337744251198086	0.596
ABHD5	CYP4F22	0.415401854946012	0.635
ABHD5	PLIN4	0.41149268455145	0.685
ABHD5	MBOAT2	0.428872866793033	0.585
ABHD5	PNPLA2	0.393114006169435	0.999
ABHD5	G0S2	0.391103122886577	0.774
ABHD5	PLIN5	0.421744289930631	0.989
ABHD5	PNPLA1	0.372643773268593	0.917
ABHD5	LIPN	0.39712077951152	0.487
ABHD5	ACSL1	0.435563006301999	0.431
ABHD5	DGAT1	0.386557835076896	0.647
ABHD8	SPG21	0.388803290447822	0.436
ABHD8	MYO9B	0.298417937423985	0.451
ABHD8	ACSL1	0.362921946264852	0.519
ABHD8	CYP27A1	0.29022547514692	0.596
ABTB1	CACUL1	0.357664662797566	0.425
ABTB1	DNTTIP1	0.433678953477529	0.587
ABTB1	PTEN	0.416956600865184	0.590
ABTB1	TMEM91	0.425344795925829	0.609
ACAA1	ACSS2	0.383595208099817	0.864
ACAA1	HMGCR	0.332954969245877	0.520
ACAA1	ACOX1	0.418875929462019	0.992
ACAA1	ELOVL5	0.40802052840395	0.430
ACAA1	HSDL2	0.364232459018521	0.490
ACAA1	QPCT	0.386373482799462	0.518
ACAA1	ACSL4	0.276628276451743	0.580
ACAA1	ACSL1	0.384264770552706	0.786
ACAA1	ACSS3	0.246410371679834	0.839
ACAP2	ARF5	0.290673475396801	0.767
ACAP2	VAMP3	0.41221172141378	0.537
ACAP2	RAB35	0.381001796924123	0.996
ACAP2	RAB36	0.343203380382151	0.499
ACAP2	RAB5A	0.352893912189737	0.413
ACAP2	ARFIP1	0.329003219541917	0.454
ACAP2	LAMP1	0.322232003447292	0.459
ACAP2	EHD1	0.349129469257907	0.480
ACAP2	BANP	0.304737080965009	0.507
ACAP2	TBC1D10B	0.377045820174135	0.524
ACAP2	DENND1A	0.233863971871659	0.585
ACAP2	ARF1	0.366718547260041	0.668
ACAP2	TMEM33	0.355736240565406	0.690
ACOX1	TBL1X	0.465552482480272	0.909
ACOX1	DGAT2	0.487466286271688	0.667
ACOX1	GAPDH	0.437058082455484	0.432
ACOX1	ACSS2	0.459878106200923	0.941
ACOX1	SMARCD3	0.405232517144627	0.907
ACOX1	HMGCR	0.436391286881049	0.526
ACOX1	ACTB	0.44476825460297	0.415
ACOX1	G6PD	0.443110023040901	0.416
ACOX1	GK	0.477471975081789	0.447
ACOX1	PFKFB3	0.455192510357714	0.452
ACOX1	CD36	0.338577204006266	0.459
ACOX1	ELOVL5	0.479775738328222	0.538
ACOX1	PNPLA2	0.43554235158899	0.624
ACOX1	HSDL2	0.470585159484603	0.660
ACOX1	DGAT1	0.428316158572526	0.679
ACOX1	SRA1	0.455314835461232	0.900
ACOX1	SP1	0.45632777572989	0.902
ACOX1	NCOA1	0.446198455432245	0.904
ACOX1	ACSS3	0.433355750963886	0.923
ACOX1	RXRA	0.460503052680089	0.943
ACOX1	ACSL4	0.42548417955991	0.958
ACOX1	ACSL1	0.451449064058759	0.981
ACSL1	TBL1X	0.460103823300979	0.912
ACSL1	PLIN3	0.456519903455201	0.445
ACSL1	DGAT2	0.483011283154134	0.667
ACSL1	ACSS2	0.44085063529439	0.671
ACSL1	CYP27A1	0.412380122875403	0.506
ACSL1	SMARCD3	0.380560652446001	0.900
ACSL1	MARK4	0.365446535775514	0.548
ACSL1	ZFAND3	0.459161467673476	0.501
ACSL1	PNPLA2	0.402537675295455	0.820
ACSL1	ACSL4	0.4026677204184	0.732
ACSL1	TCF7L2	0.314242258936166	0.478
ACSL1	ELOVL5	0.464198739887035	0.537
ACSL1	PLIN5	0.464962901021598	0.427
ACSL1	AGPAT1	0.356573027733332	0.550
ACSL1	NCOA1	0.420977792509894	0.910
ACSL1	PPT1	0.459251466563301	0.640
ACSL1	CD36	0.324047485273359	0.504
ACSL1	RXRA	0.456561690764215	0.931
ACSL1	DGAT1	0.390011661344387	0.686
ACSL4	DGAT2	0.411333803864144	0.518
ACSL4	MFN2	0.293403366806067	0.404
ACSL4	LPCAT3	0.420321063383718	0.655
ACSL4	CYP4F22	0.397471084620264	0.485
ACSL4	RAB5A	0.336810198571687	0.726
ACSL4	HMGCR	0.361791797210265	0.433
ACSL4	PNPLA2	0.287461071790175	0.741
ACSL4	FUNDC2	0.266127901400638	0.429
ACSL4	DGAT1	0.278202383239755	0.591
ACSL4	PPT1	0.397149961644588	0.612
ACSL4	SH3GLB1	0.385157078849981	0.860
ACSS2	SLC25A11	0.342137537781604	0.498
ACSS2	DGAT2	0.475564422303746	0.421
ACSS2	HK2	0.346693494889063	0.416
ACSS2	BCAT1	0.307886328844444	0.425
ACSS2	G6PD	0.384416081442826	0.442
ACSS2	SOD2	0.434116381448178	0.465
ACSS2	ELOVL5	0.395662884108384	0.468
ACSS2	HMGCR	0.369845787229789	0.492
ACSS2	DGAT1	0.387606461710681	0.493
ACSS2	PKM	0.31729055396643	0.546
ACSS2	TKT	0.480024725120164	0.562
ACSS2	CD36	0.310414908749155	0.724
ACSS2	ACSS3	0.303747082595391	0.920
ACSS2	ALDH3B1	0.334924179347026	0.938
ACSS2	TFEB	0.465233247988099	0.954
ACTB	GABARAPL2	0.353975174780229	0.494
ACTB	GRN	0.423255118165538	0.457
ACTB	SLC2A3	0.442182375097489	0.480
ACTB	HDAC7	0.333011296067081	0.413
ACTB	TNFRSF1A	0.462112962832184	0.569
ACTB	NGFR	0.222128126626553	0.488
ACTB	ITGB4	0.303940323531474	0.749
ACTB	NFKBIA	0.318121463372559	0.854
ACTB	TBL1X	0.435998112233382	0.549
ACTB	CORO1A	0.344395656170403	0.565
ACTB	TGFB1	0.361848545522893	0.609
ACTB	NAMPT	0.428994620028744	0.440
ACTB	PPIF	0.462294917265237	0.411
ACTB	HDAC5	0.398397116640604	0.411
ACTB	SPI1	0.45185517529159	0.476
ACTB	DGAT2	0.448774377415684	0.416
ACTB	GLI1	0.325795957282146	0.597
ACTB	ARPC3	0.274002930900953	0.862
ACTB	GAPDH	0.263571481046923	0.972
ACTB	MAPK14	0.424996284871725	0.657
ACTB	MAPRE3	0.275389378507978	0.402
ACTB	ENO1	0.20137283693472	0.641
ACTB	MFN2	0.314617377172381	0.565
ACTB	SELL	0.462479155091904	0.524
ACTB	CTSD	0.424700658367695	0.578
ACTB	TNFSF10	0.329413711642526	0.468
ACTB	IRF1	0.288416085232627	0.948
ACTB	VASP	0.454866245373585	0.894
ACTB	TUBA4A	0.307560034099267	0.655
ACTB	RAC2	0.375767886675038	0.775
ACTB	CD68	0.269896083603909	0.632
ACTB	RAF1	0.312769881858529	0.591
ACTB	TSG101	0.29873021407295	0.570
ACTB	JAG1	0.29927909985165	0.560
ACTB	NOTCH2	0.353700834818048	0.504
ACTB	SLC40A1	0.439365040166293	0.408
ACTB	CYBA	0.304595014828666	0.558
ACTB	SMARCD3	0.222801512207123	0.904
ACTB	RAB2A	0.359026158055587	0.415
ACTB	TIMP2	0.448430528761441	0.536
ACTB	E2F3	0.338751917526434	0.411
ACTB	ARPC1A	0.255172183730573	0.754
ACTB	MAPK3	0.439828622655216	0.890
ACTB	SCARF1	0.300074362646473	0.441
ACTB	CNN2	0.46064759449176	0.627
ACTB	SLC9A1	0.333261867974554	0.423
ACTB	CBL	0.361812813802786	0.671
ACTB	HDAC4	0.357738049283203	0.528
ACTB	STAT3	0.406456253733339	0.806
ACTB	ICAM1	0.421955873959744	0.748
ACTB	RAB7A	0.455056424552787	0.649
ACTB	PXN	0.405494735361187	0.634
ACTB	BCL2A1	0.244416141971573	0.412
ACTB	IGF1R	0.367868230825801	0.644
ACTB	IQGAP1	0.3368704070771	0.963
ACTB	MAP1LC3B	0.347141003174902	0.808
ACTB	IFNAR1	0.445386978208177	0.471
ACTB	FCGR2A	0.447463451151167	0.485
ACTB	S100A11	0.437465366824544	0.456
ACTB	RHOB	0.403557085617565	0.536
ACTB	RAB5A	0.341471932999753	0.537
ACTB	ATP6V1A	0.396385205290946	0.470
ACTB	NOTCH1	0.353826460540193	0.714
ACTB	PAK1	0.45813142293777	0.403
ACTB	ATG3	0.251916018152642	0.474
ACTB	GNAQ	0.353725467952116	0.440
ACTB	HMGCR	0.345247621172296	0.549
ACTB	NCF1	0.314065144560404	0.797
ACTB	HK2	0.331918531215743	0.589
ACTB	CCR2	0.277249811101234	0.467
ACTB	DBN1	0.323705950130942	0.561
ACTB	STAT5B	0.417650940711176	0.612
ACTB	ITGA5	0.395337934827419	0.783
ACTB	ARPC5	0.442312695171168	0.783
ACTB	ANXA5	0.279934853716315	0.906
ACTB	LRRK2	0.391237137645665	0.801
ACTB	ANPEP	0.432363278226248	0.420
ACTB	NOD2	0.366822247531816	0.416
ACTB	TUBA1A	0.448958926801456	0.774
ACTB	FADD	0.315955932939465	0.538
ACTB	BCL2L1	0.276955413559599	0.807
ACTB	XPO6	0.460390833904521	0.689
ACTB	TWF2	0.392699410561493	0.737
ACTB	CTNNA1	0.362357731657749	0.869
ACTB	CEBPB	0.445128308660263	0.621
ACTB	GABARAP	0.401484637260894	0.434
ACTB	GLUL	0.441780184276755	0.487
ACTB	TLR8	0.43871760571559	0.450
ACTB	AOC3	0.242182602504037	0.529
ACTB	CFLAR	0.369008647184407	0.584
ACTB	CAMKK2	0.426606338285456	0.418
ACTB	GNAI2	0.454152989004825	0.403
ACTB	TLN1	0.363296896532453	0.882
ACTB	BAIAP2	0.182458221982669	0.866
ACTB	PRMT5	0.327733882260472	0.470
ACTB	CXCR2	0.449535240038632	0.419
ACTB	PKM	0.247257158831575	0.640
ACTB	HCLS1	0.433664276566495	0.838
ACTB	WIPF2	0.360083365684417	0.679
ACTB	FGF13	0.322856756348247	0.566
ACTB	ZYX	0.45555635323804	0.887
ACTB	ULK1	0.415057765846479	0.408
ACTB	FLII	0.373339873748332	0.506
ACTB	GSK3B	0.343224394712474	0.964
ACTB	LASP1	0.416643177392987	0.628
ACTB	PSEN1	0.433581376612123	0.585
ACTB	FMNL1	0.393487236854454	0.781
ACTB	SP1	0.384742983960103	0.546
ACTB	SOCS3	0.436460729048059	0.586
ACTB	LAMP1	0.326614684962529	0.673
ACTB	MX2	0.269984719419835	0.405
ACTB	HIP1	0.37456627032168	0.422
ACTB	NLRP3	0.332738684664882	0.660
ACTB	PNPLA2	0.290799048229217	0.549
ACTB	HEY1	0.309618395062068	0.610
ACTB	SNCA	0.235198238400138	0.688
ACTB	PLAUR	0.437071765373897	0.415
ACTB	STAT5A	0.38929708448454	0.626
ACTB	TUBB4B	0.308584391299891	0.647
ACTB	MYO1F	0.448928723873098	0.728
ACTB	RBPJ	0.423970733265906	0.510
ACTB	E2F1	0.239482903531733	0.427
ACTB	ATG7	0.328992783373878	0.672
ACTB	SVIL	0.439940124397568	0.902
ACTB	RAC1	0.421975657995303	0.860
ACTB	SERPINA1	0.435210793884379	0.401
ACTB	ZFP36	0.413845276563779	0.402
ACTB	FPR1	0.432840857071219	0.404
ACTB	VAV1	0.411890556896259	0.406
ACTB	ANXA11	0.45133822226306	0.408
ACTB	PIK3CD	0.438935944561567	0.409
ACTB	S100A8	0.262650483058105	0.410
ACTB	AIM2	0.190647970762331	0.411
ACTB	ITGB2	0.405762456655126	0.419
ACTB	RNASEL	0.348141617217623	0.420
ACTB	MYO7A	0.266572371602548	0.420
ACTB	HSPA1B	0.319161879671981	0.422
ACTB	IL6R	0.467206154862146	0.424
ACTB	PSTPIP1	0.286404742244794	0.425
ACTB	AGO4	0.425778883546577	0.425
ACTB	FLOT2	0.44100770363342	0.427
ACTB	CD163	0.298681123457269	0.438
ACTB	CAPZA2	0.280847869780515	0.440
ACTB	ARF1	0.366777196659193	0.445
ACTB	TRPM6	0.331368632430429	0.454
ACTB	PLAU	0.284941105426967	0.457
ACTB	NCF4	0.43763625238031	0.457
ACTB	IL1R1	0.349548388752626	0.459
ACTB	DGAT1	0.288533806040175	0.460
ACTB	YBX1	0.275312417004219	0.464
ACTB	FCGR3B	0.42968121405953	0.468
ACTB	FLOT1	0.444093986651835	0.468
ACTB	CYP1B1	0.374233309301623	0.472
ACTB	CAPN1	0.364220989826007	0.473
ACTB	NCF2	0.463560810769359	0.474
ACTB	TFEB	0.429994808206421	0.474
ACTB	VDR	0.445337134316121	0.475
ACTB	FURIN	0.424177036853171	0.481
ACTB	EGLN1	0.426866224873245	0.483
ACTB	CASP4	0.35690818966694	0.484
ACTB	TXNRD1	0.436061351826724	0.486
ACTB	GLI3	0.260442601195643	0.486
ACTB	MAP3K5	0.354052649446567	0.488
ACTB	S100A4	0.246516054826123	0.489
ACTB	TLR6	0.363108169107911	0.494
ACTB	TET2	0.391081870503565	0.495
ACTB	BCL6	0.375608523122457	0.498
ACTB	MME	0.359877181370199	0.499
ACTB	TLR1	0.400650615942648	0.505
ACTB	TGFBR2	0.353763007530404	0.513
ACTB	SGK1	0.37623586473183	0.518
ACTB	PPP1R9B	0.351507015606866	0.527
ACTB	PGAM1	0.363003686685275	0.528
ACTB	SLC16A3	0.460905078593915	0.542
ACTB	NFKB2	0.358376331813639	0.543
ACTB	SYK	0.430686682557861	0.548
ACTB	RPS6KA1	0.459601814919044	0.553
ACTB	LAMP2	0.452240441713627	0.561
ACTB	ALOX5	0.462651675694959	0.566
ACTB	LYN	0.457166472519342	0.578
ACTB	TLR9	0.225402927293911	0.584
ACTB	G6PD	0.414386452611777	0.586
ACTB	CCL5	0.425489700439712	0.593
ACTB	HSPA1A	0.462852564386487	0.594
ACTB	APAF1	0.328968369549995	0.601
ACTB	HCK	0.452750945565961	0.632
ACTB	SPP1	0.295056766050405	0.632
ACTB	ITGAX	0.36588559419129	0.634
ACTB	MBP	0.352661075579426	0.641
ACTB	ATF6	0.389500864306925	0.649
ACTB	NFE2L2	0.36792206007851	0.654
ACTB	VIM	0.406140827737323	0.654
ACTB	CD63	0.400341243461026	0.654
ACTB	FOXO3	0.319597463086533	0.654
ACTB	PRKCD	0.453501676965015	0.664
ACTB	DDIT3	0.201611650527977	0.670
ACTB	MYD88	0.435726252750744	0.673
ACTB	SOD2	0.43645265884662	0.676
ACTB	BCL2L11	0.328137697887313	0.688
ACTB	MYO10	0.270583292572971	0.708
ACTB	POLR2E	0.261141228451164	0.710
ACTB	SQSTM1	0.376256778585916	0.713
ACTB	CYFIP1	0.286336118849627	0.724
ACTB	TUBB2A	0.264584653012084	0.730
ACTB	PFDN4	0.282031350498014	0.730
ACTB	ITGAM	0.339951767156426	0.735
ACTB	PTEN	0.450106943487179	0.737
ACTB	CYBB	0.294271456259115	0.738
ACTB	PTPRC	0.349498795961316	0.746
ACTB	UBC	0.322234371677526	0.748
ACTB	PTGS2	0.32048432024794	0.749
ACTB	PECAM1	0.455095726212964	0.754
ACTB	TLR4	0.450712314212476	0.771
ACTB	DLG4	0.289031745067338	0.776
ACTB	PGK1	0.430128221276767	0.779
ACTB	MCL1	0.429274806275506	0.783
ACTB	CORO1C	0.45788694426408	0.795
ACTB	MMP9	0.415963772777131	0.795
ACTB	CAP1	0.395452904467489	0.800
ACTB	LCP1	0.39643553227348	0.839
ACTB	ARPC4	0.260023708011423	0.843
ACTB	ARPC1B	0.394616764595818	0.856
ACTB	GRB2	0.444994044505911	0.863
ACTB	GSN	0.295313162689194	0.874
ACTB	MSL1	0.416865694250726	0.900
ACTB	IRF2	0.35819902797157	0.920
ACTB	RAD23B	0.357751938082296	0.931
ACTB	WAS	0.445978128212754	0.943
ACTB	ACTN1	0.452896408359812	0.945
ACTB	MSN	0.352421917688218	0.952
ACTB	RHOA	0.405059022551024	0.953
ACTB	CDC42	0.238501465905601	0.953
ACTB	CFL1	0.322018313226237	0.998
ACTN1	TNS1	0.218058102528984	0.924
ACTN1	ITGB4	0.432848730089752	0.751
ACTN1	TRIP6	0.373799840159897	0.433
ACTN1	CSK	0.456156584523415	0.913
ACTN1	GAPDH	0.42736840356431	0.459
ACTN1	VASP	0.449253234435684	0.560
ACTN1	TUBA4A	0.444269607281282	0.407
ACTN1	ATP6V1E1	0.306592514270212	0.487
ACTN1	DAPK2	0.34123063993101	0.536
ACTN1	MAPK3	0.461597637554121	0.428
ACTN1	CNN2	0.45338677639643	0.433
ACTN1	KIF1B	0.435655726386086	0.423
ACTN1	ICAM1	0.460885145944839	0.649
ACTN1	PXN	0.463465080445092	0.964
ACTN1	IQGAP1	0.4199177761828	0.666
ACTN1	DBN1	0.435038969866046	0.560
ACTN1	ITGA5	0.459498873489134	0.885
ACTN1	LRRK2	0.454546401756692	0.412
ACTN1	TUBA1A	0.469500151395523	0.498
ACTN1	CTNNA1	0.472520125548887	0.982
ACTN1	PDLIM2	0.347765046998045	0.791
ACTN1	TLN1	0.382929696532985	0.979
ACTN1	ZYX	0.470562058523025	0.977
ACTN1	RTN4	0.426777567353432	0.419
ACTN1	PDLIM7	0.444633281448815	0.629
ACTN1	SVIL	0.469710189902596	0.577
ACTN1	RAC1	0.468487480452205	0.927
ACTN1	MSN	0.350922084204765	0.507
ACTN1	PREX1	0.449947301909191	0.433
ACTN1	GSN	0.440041949685738	0.566
ACTN1	WAS	0.465521320574797	0.481
ACTN1	CORO1C	0.468812140351427	0.422
ACTN1	ITGB2	0.463137350848303	0.429
ACTN1	CDC42	0.27382127082806	0.455
ACTN1	TRIOBP	0.4482815336355	0.498
ACTN1	LCP1	0.476666166052927	0.536
ACTN1	RGS19	0.47389342284272	0.542
ACTN1	ARHGAP22	0.207051372749852	0.549
ACTN1	ARHGAP24	0.45631406305424	0.634
ACTN1	CFL1	0.358841369970301	0.682
ACTN1	PPP1R9B	0.45975165898588	0.767
ACTN1	CAPN1	0.407327098444633	0.920
ACTN1	RHOA	0.470930512148907	0.947
ADAM15	ITGA5	0.244899312023363	0.569
ADAM15	SH3PXD2B	0.17273717740034	0.803
ADAM15	LYN	0.251939128581747	0.405
ADAM15	FURIN	0.217699031875985	0.455
ADAM15	HCK	0.259521682118329	0.794
ADAM15	GRB2	0.26431098321584	0.942
ADAM19	PACSIN2	0.349178640948969	0.417
ADAM19	ADAM8	0.372712712473511	0.468
ADAM19	SCPEP1	0.24617544537607	0.594
ADAM19	FURIN	0.336455816794875	0.636
ADAM8	S1PR4	0.454231578431836	0.536
ADAM8	NCF2	0.474878049573682	0.466
ADAM8	MMP9	0.463979670337094	0.482
ADAM8	ZDHHC12	0.341069434073372	0.430
ADAM8	ITGB2	0.412839926699317	0.588
ADAM9	PACSIN2	0.459685802171726	0.406
ADAM9	NOTCH1	0.348245157383313	0.430
ADAM9	NCSTN	0.358993730395309	0.567
ADAM9	SNX18	0.352225396306805	0.595
ADAM9	PSEN1	0.416999569058822	0.464
ADAM9	UNC119	0.327515770697091	0.438
ADAM9	PRKCD	0.448536196867307	0.677
ADAM9	LRPAP1	0.341995244683254	0.486
ADAMTS5	OSM	0.195617879311669	0.432
ADAMTS5	GLI1	0.303291732408465	0.420
ADAMTS5	GAPDH	0.218972609875921	0.476
ADAMTS5	CFP	0.261242740656123	0.920
ADAMTS5	TIMP2	0.31482663447556	0.544
ADAMTS5	VCAN	0.304559185207037	0.724
ADAMTS5	FURIN	0.282405371160571	0.499
ADAMTS5	PTGS2	0.260590416637535	0.516
ADAMTS5	MMP25	0.295035266675484	0.598
ADAMTS5	MMP9	0.244237927439169	0.635
ADAMTS5	ADAMTSL4	0.339382179478015	0.918
ADAMTSL4	KRT23	0.463118553155935	0.447
ADAMTSL4	CFP	0.450822821430714	0.939
ADAMTSL4	CYP2S1	0.330509567369041	0.657
ADAMTSL4	FBN2	0.406132453862607	0.470
ADAP1	KIF13A	0.30827173101865	0.527
ADAP1	CDKN2AIPNL	0.193422485470988	0.530
ADAP1	ANP32A	0.324663398941835	0.464
ADAP1	ARF1	0.285154882597169	0.623
ADAP2	CYTH4	0.414198895599715	0.415
ADAP2	TYROBP	0.421998487355148	0.614
ADAP2	CD14	0.448968803964666	0.550
ADAP2	RNF135	0.309140968126126	0.623
ADAP2	SSH2	0.295057848613243	0.504
ADAP2	RCBTB2	0.213359205243242	0.547
ADAP2	SLC7A7	0.290159833758734	0.552
ADAP2	CD163	0.262150344541681	0.557
ADAP2	LILRB2	0.360879738218863	0.570
ADAP2	EVI2B	0.351870855915345	0.582
ADAP2	MS4A6A	0.194609952115284	0.583
ADAR	IRF1	0.345591382127278	0.937
ADAR	AMPD2	0.340553940685176	0.550
ADAR	IFNAR1	0.40868201851083	0.417
ADAR	MX2	0.311403997047223	0.946
ADAR	RNASEL	0.419886205038507	0.960
ADAR	AIM2	0.222454843288676	0.413
ADAR	HSPA1A	0.423727524127819	0.453
ADAR	LSP1	0.411820855381191	0.463
ADAR	ZNFX1	0.392612765447749	0.463
ADAR	APOBEC3A	0.325215017631411	0.493
ADAR	TNFRSF1B	0.394336232248534	0.501
ADAR	CDA	0.391968449437558	0.545
ADAR	AMPD3	0.377460192220647	0.567
ADAR	HLA-C	0.39265577700731	0.902
ADAR	HLA-B	0.318180780580321	0.904
ADAR	HLA-E	0.395809070616031	0.904
ADAR	IRF2	0.422204877384143	0.928
ADAR	IFITM2	0.365020796717631	0.939
ADAR	UPF1	0.389535283235581	0.966
ADM	RAMP1	0.344021389594011	0.990
ADM	CFD	0.301990660961366	0.448
ADM	TGFBR2	0.371645344709426	0.421
ADM	MME	0.420090459800729	0.563
ADM	GNB1	0.352494116185943	0.800
ADORA2A	P2RX1	0.357360721451741	0.627
ADORA2A	MAPK3	0.379352216490247	0.440
ADORA2A	USP4	0.37109155745456	0.431
ADORA2A	GNAQ	0.313586542768169	0.794
ADORA2A	P2RY13	0.369105921468123	0.562
ADORA2A	SLC29A4	0.228899360367404	0.414
ADORA2A	ARRB2	0.373865246372823	0.422
ADORA2A	RAPGEF3	0.229693968138287	0.422
ADORA2A	ENTPD1	0.377464234958139	0.807
AGFG1	PLIN3	0.322595586565634	0.720
AGFG1	RAB3D	0.342505871419681	0.556
AGFG1	RAB35	0.33720066814709	0.644
AGFG1	TSG101	0.259823771793917	0.460
AGFG1	ARF3	0.3459441605174	0.527
AGFG1	EXOC6	0.33658516586749	0.594
AGFG1	TBC1D1	0.344810776464104	0.536
AGFG1	RAB2A	0.306809655112018	0.769
AGFG1	RAB7A	0.371401434863413	0.688
AGFG1	RAB5A	0.333187264049787	0.824
AGFG1	PNKD	0.181847325403938	0.424
AGFG1	LRRK2	0.313478811556133	0.497
AGFG1	RAB24	0.300398861542449	0.493
AGFG1	RAB33B	0.24863928741475	0.599
AGFG1	RAB1B	0.237245219965388	0.583
AGFG1	DENND5A	0.349553907556145	0.453
AGFG1	RAB11FIP1	0.332075599605146	0.520
AGFG1	RAB5B	0.334088743157003	0.632
AGFG1	LYST	0.328094582771715	0.578
AGFG1	CDC42	0.223265640169031	0.432
AGFG1	TBC1D10B	0.324606955356006	0.416
AGFG1	ANXA11	0.35386602398977	0.404
AGFG1	ARF1	0.327950618256427	0.479
AGFG1	FCHO2	0.334478278880663	0.510
AGFG1	RAB34	0.191411779216788	0.547
AGFG1	FCHO1	0.34110824895006	0.564
AGFG1	RAB5C	0.308228820380684	0.637
AGFG1	RAB31	0.348597722629896	0.693
AGFG1	TBC1D2	0.325140426278622	0.730
AGFG1	EPS15L1	0.347336746111258	0.773
AGFG1	RAB1A	0.302552321431773	0.825
AGO4	GAPDH	0.348679346440955	0.414
AGO4	NR1H2	0.403656502305892	0.657
AGO4	NOTCH2	0.431028134175548	0.904
AGO4	CD302	0.428726454504835	0.457
AGO4	E2F3	0.410433657545106	0.697
AGO4	NOTCH1	0.417766624751838	0.905
AGO4	LRRK2	0.399974398894347	0.507
