	logFC	AveExpr	t	P.Value	adj.P.Val	B	change	
TNFSF13B	0.683691466	5.682297936	5.982943405	0.000130978	0.020226012	1.456103563	Up
NMT2	-0.630470115	4.15922039	-5.953521807	0.000136269	0.020276088	1.448029854	Down
RNF144A	-0.616814899	5.046905758	-5.961416658	0.000134827	0.020276088	1.445236898	Down
HEG1	-0.881005703	4.795547806	-5.951086334	0.000136717	0.020276088	1.441818488	Down
SBK1	-0.67102979	5.397769876	-5.91563085	0.000143424	0.020728346	1.378499424	Down
SCIMP	0.548255147	5.683619858	5.916381649	0.000143278	0.020728346	1.367377897	Stable
LINC02908	0.590382417	4.693143219	5.902207226	0.000146054	0.020728346	1.366039397	Up
SLFN13	-0.98490933	5.139180744	-5.892097702	0.00014807	0.020728346	1.356208083	Down
SLPI	1.511404292	4.22543961	5.877776732	0.000150976	0.020839611	1.347194251	Up
ORM1	1.897633847	2.157091374	6.053343962	0.000119194	0.020226012	1.342087392	Up
ARL11	0.71017099	4.847451142	5.874511984	0.000151647	0.020839611	1.324876475	Up
CTSL	0.685518623	3.107025002	5.910292816	0.000144463	0.020728346	1.322943708	Up
SLX1B	2.802991419	0.746490558	6.698343272	5.18E-05	0.016615372	1.316477728	Up
FKBP11	-0.442726484	5.027188494	-5.865450503	0.000153526	0.020906089	1.315734799	Stable
NBPF11	-0.559287479	4.945762213	-5.836787512	0.000159638	0.021379274	1.280420644	Stable
GNLY	-1.123178858	8.142383936	-5.8228199	0.00016271	0.021379274	1.276336336	Down
CDKN2D	0.66263784	6.395550672	5.830665576	0.000160977	0.021379274	1.259743102	Up
KCNJ2	0.683439492	6.34041906	5.827665332	0.000161637	0.021379274	1.257837665	Up
FCAR	0.999796037	4.994606027	5.807902934	0.000166062	0.021629909	1.229338021	Up
SLC22A4	0.94470411	4.109151995	5.784041493	0.000171578	0.021966381	1.224458172	Up
HRH2	1.009054233	7.592607045	5.77668998	0.000173317	0.022000961	1.215688988	Up
MXD3	0.58410521	5.019484435	5.79591268	0.000168809	0.021798249	1.212629538	Stable
TCN2	1.038139441	2.331421154	5.896157924	0.000147257	0.020728346	1.182347602	Up
ARHGAP24	0.704280868	3.025367326	5.752826301	0.000179093	0.022543147	1.148332036	Up
ZNF385A	0.711960768	5.984644591	5.732067681	0.000184286	0.023003471	1.119414152	Up
CACNA2D2	-1.09106674	4.188419157	-5.685141711	0.000196629	0.023256318	1.09998441	Down
TFEC	0.72829755	3.951458936	5.684093601	0.000196915	0.023256318	1.099352757	Up
PLCG1	-0.524657095	6.925943059	-5.704753025	0.000191366	0.023256318	1.09732514	Stable
TSPOAP1	-1.16135428	5.606570825	-5.687141263	0.000196086	0.023256318	1.072819565	Down
TXK	-0.86963074	4.940671084	-5.676978511	0.000198866	0.023256318	1.072446551	Down
DENND2D	-0.597535564	7.093674092	-5.677619984	0.000198689	0.023256318	1.064658123	Down
HMOX1	0.762449267	5.946952991	5.686367466	0.000196296	0.023256318	1.056881089	Up
GDPD5	-0.531749953	5.188586428	-5.661238645	0.000203255	0.023256318	1.03864129	Stable
STX16-NPEPL1	-0.685454337	3.57702743	-5.630839751	0.000212029	0.023256318	1.023211926	Down
ZMYND11	-0.554948178	5.340511208	-5.654371462	0.000205203	0.023256318	1.023176929	Stable
BST1	0.886832885	6.247460558	5.651272117	0.000206088	0.023256318	1.01678444	Up
TP53I11	1.042091624	5.885796526	5.647228797	0.000207249	0.023256318	1.005856248	Up
PELATON	1.120761896	6.722585169	5.631736988	0.000211765	0.023256318	1.000524085	Up
CYFIP1	0.515001326	5.079016268	5.631173393	0.000211931	0.023256318	0.989953406	Stable
GM2A	0.546902347	5.060744154	5.628553617	0.000212705	0.023256318	0.989175749	Stable
TSEN54	-0.718864278	5.344912595	-5.616407495	0.000216337	0.023312985	0.975560574	Down
ELP1	-0.4534221	5.402631247	-5.620362323	0.000215147	0.023312985	0.97289296	Stable
RIN2	0.62569164	3.503023523	5.589511825	0.000224616	0.023901644	0.970320114	Up
IER5L	0.875798121	3.831414966	5.58591059	0.00022575	0.023901644	0.969838174	Up
CCDC71L	0.534557089	4.815568398	5.563430634	0.000232969	0.023901644	0.904223618	Stable
GPRIN3	-0.545764226	5.786349204	-5.573463078	0.000229717	0.023901644	0.903192251	Stable
AHSA2P	-0.546420661	6.65660575	-5.565631714	0.000232251	0.023901644	0.901957236	Stable
CCR2	0.571353825	6.528991865	5.563547511	0.000232931	0.023901644	0.898245772	Stable
SEPTIN11	-0.48900448	4.696072776	-5.54019969	0.00024069	0.023925237	0.892814122	Stable
PDK4	0.844774203	4.505436391	5.538737089	0.000241185	0.023925237	0.892580657	Up
S100A12	1.1891845	5.736293403	5.555954608	0.000235424	0.023925237	0.880068029	Up
CD86	0.626208436	5.118886208	5.549666471	0.000237511	0.023925237	0.878444259	Up
LINC02975	0.872994803	4.235012022	5.522713885	0.000246682	0.023978337	0.871151336	Up
OAF	0.726446721	3.872468974	5.50945746	0.000251331	0.023978337	0.868275655	Up
PDGFD	-1.138154771	3.104684157	-5.581527623	0.000227138	0.023901644	0.8616061	Down
NPIPB15	-0.685338811	3.052852154	-5.545785965	0.000238808	0.023925237	0.859249435	Down
CASP5	0.976118496	2.63407349	5.523555737	0.00024639	0.023978337	0.852513543	Up
MARCKS	0.912013495	6.694578319	5.511463446	0.000250622	0.023978337	0.83616014	Up
TTC38	-0.886340212	5.483246375	-5.510822569	0.000250848	0.023978337	0.829746226	Down
ADM	1.160272574	4.840668429	5.504971549	0.000252926	0.023978337	0.81958114	Up
NMUR1	-1.24956229	4.510040601	-5.468661188	0.000266238	0.02461715	0.811608626	Down
YES1	-1.330733124	2.436545997	-5.687073406	0.000196104	0.023256318	0.806882253	Down
ADAP2	0.658516753	3.618347212	5.458692522	0.000270023	0.024813909	0.801471654	Up
TFDP2	-0.840076579	5.131466725	-5.481739673	0.000261359	0.024616796	0.79893063	Down
ZBTB47	0.833577814	3.738939112	5.450853294	0.000273039	0.024828493	0.790612487	Up
GSDMB	-0.690211149	5.140223884	-5.470717618	0.000265464	0.02461715	0.77593621	Down
THOC5	0.582167945	5.363794139	5.477453039	0.000262947	0.024616796	0.767676706	Stable
DRAM1	0.480571734	3.999420366	5.433289425	0.000279929	0.024918833	0.761599914	Stable
VPREB3	0.855158438	2.426386548	5.530282392	0.000244069	0.023978337	0.759345659	Up
CLEC4A	0.672005904	4.827767136	5.449673149	0.000273496	0.024828493	0.748103495	Up
H2AC18	0.803691103	4.616737339	5.428571276	0.000281812	0.024918833	0.726850965	Up
SOX13	-0.814546241	3.289535546	-5.421351225	0.000284719	0.024918833	0.718241182	Down
HPSE	0.774298555	5.470390535	5.440504057	0.000277077	0.024918833	0.715928128	Up
MAF	-0.601108385	5.446675537	-5.424672471	0.000283378	0.024918833	0.705051655	Down
MTHFS	0.868304043	3.913625621	5.389005991	0.000298142	0.025071858	0.704650247	Up
CARD6	0.754409441	4.414879061	5.400602486	0.000293253	0.025033202	0.697883881	Up
LTBR	0.840188128	6.27670001	5.415163191	0.000287236	0.024918833	0.688069156	Up
CBLB	-0.569343735	5.593363143	-5.413784248	0.0002878	0.024918833	0.68389608	Stable
OTUD7B	-0.691620705	2.89102617	-5.424679137	0.000283375	0.024918833	0.682695643	Down
CD247	-0.773697622	7.699626519	-5.385561923	0.00029961	0.025071858	0.677116942	Down
ICOSLG	0.658782292	4.188973273	5.371960443	0.000305486	0.025148093	0.676506599	Up
TMEM120A	0.662636479	5.236977639	5.405366239	0.00029127	0.025033202	0.669056741	Up
IL4R	0.701554902	7.946621671	5.367627813	0.000307384	0.025160122	0.667006128	Up
RALGDS	-0.589115348	6.577198154	-5.390640277	0.000297447	0.025071858	0.652915129	Down
BCL6	1.021925603	8.478624441	5.349556825	0.000315435	0.025540028	0.652537259	Up
UBE2J1	0.691926365	7.124737255	5.37179624	0.000305558	0.025148093	0.651630808	Up
GSEC	1.092550656	2.445919123	5.398495942	0.000294135	0.025033202	0.63861723	Up
CCR1	0.917936867	7.01835681	5.361231717	0.000310208	0.025253305	0.634413883	Up
ZFP90	-0.548271518	4.80312673	-5.340884063	0.000319379	0.025582397	0.608722182	Stable
CBS	1.770593277	1.46164899	5.632222003	0.000211622	0.023256318	0.600786608	Up
PLEKHF1	-0.67733484	5.005032602	-5.320680134	0.000328773	0.025599348	0.580091636	Down
RAB32	0.783643551	4.409820404	5.311169743	0.000333297	0.025734275	0.576341223	Up
MOV10	-0.427214032	5.570051297	-5.332693773	0.000323152	0.025582397	0.566128232	Stable
SLC27A1	0.531163496	4.315171886	5.297680759	0.000339827	0.025838937	0.56388944	Stable
MBOAT2	0.779346143	5.042243781	5.326976601	0.000325814	0.025582397	0.562122992	Up
NLRC3	-0.721451982	6.944045291	-5.31842408	0.00032984	0.025599348	0.560715559	Down
PTP4A3	0.659115392	5.29522742	5.327694088	0.000325479	0.025582397	0.559870006	Up
B4GALT4	-0.749152742	3.705922814	-5.27583978	0.000350693	0.026112149	0.556228468	Down
CYP1B1	1.047562953	5.17925845	5.302903843	0.000337282	0.025838937	0.528792966	Up
HOXB2	-0.69220365	3.150552806	-5.269570819	0.00035388	0.026112149	0.525211499	Down
TAF5LP1	-0.671363037	3.627602324	-5.251072068	0.000363466	0.026688002	0.521911146	Down
JAKMIP2	-1.06434792	2.721616574	-5.326139444	0.000326206	0.025582397	0.517476618	Down
DIP2A	-0.737000677	6.674468358	-5.28361345	0.000346784	0.026102872	0.505331385	Down
KLRK1	-1.044161234	6.556423202	-5.27265933	0.000352306	0.026112149	0.486003018	Down
MILR1	0.666854439	3.067257621	5.226735869	0.000376501	0.027295941	0.482471571	Up
ERAP2	-0.451840205	5.926013876	-5.27500799	0.000351114	0.026112149	0.479259335	Stable
BLVRA	0.53444295	4.027838134	5.226521894	0.000376618	0.027295941	0.478444227	Stable
ACP3	0.748879531	4.166596537	5.225434412	0.000377212	0.027295941	0.463063576	Up
COLGALT2	-0.99900874	2.414148915	-5.376400505	0.000303555	0.025148093	0.447353371	Down
GIMAP5	-0.528013105	7.373481767	-5.215992227	0.000382414	0.02753931	0.431956125	Stable
ALKBH8	-0.612983839	3.353006397	-5.178486039	0.000403845	0.028401617	0.419442799	Down
DAGLA	0.786565534	2.232744096	5.292659262	0.000342293	0.025894988	0.412122838	Up
S1PR3	0.647771571	3.683823226	5.172031923	0.000407661	0.028401617	0.408796824	Up
AGK	-0.634882894	4.76580161	-5.186489709	0.000399166	0.028401617	0.393160058	Down
TRDC	-1.082583357	4.962171086	-5.176913253	0.000404771	0.028401617	0.387222277	Down
SYNE2	-0.525618549	7.737386138	-5.177603244	0.000404365	0.028401617	0.387204973	Stable
RNF135	0.585047471	4.883419127	5.193766647	0.000394963	0.028306924	0.38356482	Up
MGST2	0.710485879	2.937943146	5.154605659	0.000418156	0.028864325	0.375762302	Up
TLR1	0.693255088	6.864157834	5.173380761	0.00040686	0.028401617	0.363001033	Up
SLFN5	-0.670863874	7.498757091	-5.163146961	0.000412976	0.028638751	0.357976791	Down
PLBD1	1.039936121	7.558437449	5.149015671	0.000421583	0.028967427	0.353389854	Up
MCEMP1	1.753300181	3.48852178	5.12651242	0.000435688	0.029462994	0.350979677	Up
AUTS2	-0.575759614	4.107790287	-5.124984138	0.000436664	0.029462994	0.344855876	Stable
FLOT2	0.885046043	8.855096917	5.088516672	0.000460657	0.030397278	0.295488645	Up
FOLR3	1.28720352	4.32822685	5.110600556	0.000445964	0.029689313	0.287875465	Up
SCNM1	0.463527818	4.791353091	5.120812634	0.000439339	0.029510607	0.283113132	Stable
DYRK2	-0.451213753	6.475222315	-5.131708314	0.000432387	0.029439657	0.277962733	Stable
F2R	-0.945595082	4.970615041	-5.090391663	0.00045939	0.030397278	0.256273961	Down
GBP1	-0.509990912	6.103821236	-5.111189535	0.000445579	0.029689313	0.242665022	Stable
GFI1	-0.905572977	4.131402861	-5.041601872	0.000493612	0.031436542	0.231170396	Down
SLC11A1	1.004897536	8.678624396	5.035609124	0.000497999	0.031436542	0.219363862	Up
PRSS23	-1.222096714	4.518565083	-5.03880486	0.000495654	0.031436542	0.218093852	Down
SLC20A1-DT	-1.031867253	1.727693231	-5.327125475	0.000325745	0.025582397	0.206450185	Down
CEACAM3	0.950227854	6.335532736	5.073073321	0.000471238	0.030957759	0.201444782	Up
LLGL2	-0.919052595	5.394349293	-5.058926208	0.000481159	0.031335994	0.188075847	Down
CDC42EP2	1.014744674	5.535296329	5.070129604	0.000473284	0.030957759	0.1848672	Up
ZNF683	-0.974702623	3.325373042	-5.008747982	0.000518181	0.031436542	0.180512736	Down
LINC02207	1.20155857	1.418630015	5.300314315	0.000338541	0.025838937	0.179859116	Up
DSE	0.572148425	4.910633062	5.05527649	0.000483754	0.031368633	0.179632392	Stable
C19orf12	-0.522639262	4.699004408	-5.033726168	0.000499386	0.031436542	0.179273554	Stable
DDB2	-0.482980987	4.36806501	-5.013388305	0.000514633	0.031436542	0.169455355	Stable
HNMT	0.721372066	3.135498433	4.994674245	0.000529101	0.031436542	0.168676801	Up
PAQR8	-0.45607712	4.987754585	-5.040870119	0.000494145	0.031436542	0.167505634	Stable
IFI30	0.777745487	8.507435207	5.002779562	0.000522782	0.031436542	0.166211194	Up
BSCL2	0.630352048	2.485398388	5.029053754	0.000502846	0.031436542	0.165651781	Up
COQ2	0.72448388	2.612133322	5.00023291	0.000524759	0.031436542	0.146953397	Up
CD59	0.623499999	5.732816384	5.047613653	0.000489252	0.031436542	0.146635087	Up
BCL9L	-0.590900944	7.485479919	-5.015933167	0.000512698	0.031436542	0.144751072	Down
ZNF296	0.661726556	3.111481555	4.976931499	0.000543219	0.031879555	0.143767788	Up
GPAT3	0.821517261	4.963591529	5.028974913	0.000502904	0.031436542	0.133511842	Up
ARHGEF3	-0.49836146	6.782403816	-5.013950546	0.000514205	0.031436542	0.115208288	Stable
SEMA4B	0.621544736	6.792648719	5.005748295	0.000520488	0.031436542	0.114677847	Up
JPT1	0.764115196	6.18890054	5.018224032	0.000510963	0.031436542	0.112536625	Up
CHST10	-0.892868776	1.996623408	-5.135189581	0.00043019	0.029423846	0.10999853	Down
PLB1	0.882738601	4.480011111	4.989633751	0.000533072	0.031436542	0.105287115	Up
PLIN3	0.858702376	6.181618675	5.012166773	0.000515564	0.031436542	0.103927313	Up
ERBB2	-0.990555827	3.994960495	-4.94714712	0.000567828	0.03221781	0.103058315	Down
ESYT2	-0.49976996	7.22835245	-4.99129838	0.000531757	0.031436542	0.100868097	Stable
FAM157A	1.167405888	7.330436836	4.972301609	0.000546969	0.031879555	0.094974409	Up
PTPN4	-0.693786316	6.149649061	-4.999706068	0.000525169	0.031436542	0.080943295	Down
VENTX	0.687779588	3.386456467	4.929009228	0.000583394	0.032245984	0.080935257	Up
SLC38A1	-0.48852541	7.646116776	-4.963816657	0.000553912	0.032034953	0.076517155	Stable
ADA	-0.473029075	4.274927465	-4.942983155	0.000571362	0.032221184	0.075518221	Stable
TOM1	0.741479172	6.096641758	4.990801833	0.000532149	0.031436542	0.068038564	Up
STK39	-0.595250901	4.724375003	-4.952836949	0.000563037	0.03221781	0.063220578	Down
HCAR2	0.795065014	6.405240416	4.973272273	0.00054618	0.031879555	0.057994461	Up
RETN	1.087436164	2.968484526	4.909783081	0.000600391	0.032822105	0.052108804	Up
SLC25A42	-0.596436782	4.838532064	-4.939174914	0.000574615	0.032221184	0.032998791	Down
PLXNB2	0.469147775	7.355077112	4.934269597	0.000578834	0.032221184	0.027810687	Stable
AP1G2-AS1	-0.579764868	4.29636757	-4.909849867	0.000600331	0.032822105	0.020041264	Stable
TBC1D31	-0.706821251	3.544853926	-4.88378957	0.000624213	0.033393171	0.018710795	Down
IVD	-0.429183301	5.387693973	-4.94977812	0.000565607	0.03221781	0.014083513	Stable
CD3G	-0.614223124	5.954532837	-4.947485017	0.000567543	0.03221781	0.00249305	Down
QPCT	1.17930733	6.221696399	4.932877464	0.000580037	0.032221184	-0.006001219	Up
NCAM1	-1.053623615	4.071231548	-4.866588203	0.000640529	0.03370906	-0.011999894	Down
RTN2	0.795705117	2.783112484	4.871808592	0.00063553	0.033647461	-0.012800682	Up
LGALS1	0.524336829	6.302733192	4.932379992	0.000580467	0.032221184	-0.016583642	Stable
FGFBP2	-1.14611029	6.571311029	-4.922151782	0.000589397	0.032458006	-0.024922726	Down
TLR6	0.741870167	6.859443769	4.890978377	0.000617526	0.033153833	-0.049987167	Up
PYROXD2	-0.673710898	2.698925279	-4.859693374	0.000647196	0.033896315	-0.051217128	Down
MGAT4A	-0.447906365	6.69206832	-4.899222876	0.00060995	0.033020353	-0.056493735	Stable
FMNL3	-0.436426419	6.028664082	-4.906290677	0.000603535	0.032873981	-0.061148235	Stable
ATP11C	-0.450410464	4.269971092	-4.850963634	0.000655743	0.034105457	-0.062527473	Stable
PIK3R3	-1.002326625	2.272387734	-4.932002488	0.000580794	0.032221184	-0.06275719	Down
TRGC1	-0.822398621	3.376773332	-4.822813331	0.000684131	0.034158671	-0.06643711	Down
CCND2	-0.422576323	5.983831889	-4.898477858	0.000610631	0.033020353	-0.072819434	Stable
LAPTM4A	0.473627412	6.153188716	4.891011937	0.000617495	0.033153833	-0.08198494	Stable
B3GAT1	-1.085156113	4.882353835	-4.845462213	0.000661191	0.034158671	-0.086492471	Down
NARF	0.602425781	6.427218644	4.871624613	0.000635705	0.033647461	-0.099195191	Up
SLC39A1	0.574801665	5.866586709	4.879138421	0.000628581	0.033507157	-0.103370686	Stable
CD300C	0.63304313	3.938787845	4.810746414	0.000696698	0.034441697	-0.110637971	Up
ERMN	-0.723865212	2.643358749	-4.816767122	0.000690397	0.034342446	-0.114038177	Down
REM2	0.666685172	4.162836993	4.824423876	0.000682472	0.034158671	-0.120613397	Up
ZFPM1	-0.767479324	4.726171041	-4.824617581	0.000682273	0.034158671	-0.123785766	Down
ZBTB25	-0.496962186	4.923974256	-4.839999625	0.000666648	0.034158671	-0.123976666	Stable
CD68	0.648112786	7.834817233	4.814849621	0.000692397	0.034342446	-0.127427989	Up
GZMH	-0.991198597	6.570250502	-4.853011777	0.000653727	0.034105457	-0.129458672	Down
MLC1	-1.004458302	4.224762924	-4.785995527	0.000723247	0.034809421	-0.132467918	Down
PELO	0.531412736	3.870813873	4.792106809	0.000716593	0.034809421	-0.134944403	Stable
DOCK9	-0.497475733	5.206811304	-4.834013529	0.000672683	0.034158671	-0.150128605	Stable
NFKBIZ	0.488696202	5.73267421	4.843675633	0.00066297	0.034158671	-0.157669259	Stable
B3GNT5	0.734771036	3.538638912	4.769630049	0.000741391	0.034934824	-0.158506523	Up
CAPG	0.692438087	6.24203337	4.836623984	0.000670044	0.034158671	-0.158996586	Up
FKTN	-0.550440388	3.591359202	-4.759642003	0.000752702	0.034934824	-0.159132685	Stable
ACSL1	1.077656799	9.090439825	4.760283645	0.000751969	0.034934824	-0.163270255	Up
